ContentItem ID,Type,Slug,Title,Status,Channel,Next Date,Image?,Venue,Venue Address,Venue City,Venue Zipcode,Venue Website,Venue Phone,Author,Last Updated,Subheadline,Brief,Long Description
566601,Venue,mmxozk-lindbergs-venue,Lindberg's,Live,bars-and-clubs,"",yes,"",318 W. Commercial St.,Springfield,65803,http://www.myspace.com/lindbergsbar,417-868-8900,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","Lindberg's has been in this spot with the same name longer than any other bar in town (having closed and reopened a couple times, to be fair). The natives know it for its live bands and friendly atmosphere. If you slave away on the weekends, hit Lindberg's on Wednesday or Thursday for drink...","Lindberg's has been in this spot with the same name longer than any other bar in town (having closed and reopened a couple times, to be fair). The natives know it for its live bands and friendly atmosphere. If you slave away on the weekends, hit Lindberg's on Wednesday or Thursday for drink specials and a chance to relax. Make your own history at this historic bar (The original antique bar alone is worth the visit)."
1925197,Venue,mmxozk-lindbergs-and-lemon-drop-venue,Lindberg's and Lemon Drop,Live,bars-and-clubs,"","","",318 W. Commercial St,Springfield,65803,"","","","Mar 29, 2011 by bjacques@springfi.gannett.com","","",""
1912360,Venue,mmxozk-lindbergs-venue-1,Lindbergs ,Live,music,"","","",318 W Commercial St ,Springfield,65803,"","","","Mar 29, 2011 by bjacques@springfi.gannett.com","","",""
662182,Venue,mmxozk-lindwedel-wine-garden-venue,Lindwedel Wine Garden,Live,events,"","","",3158 State Highway 265,Branson,65616,http:///www.lindwedelwinegarden.com,417-338-0256,"","Mar 28, 2011 by janpete@springfi.gannett.com","","A salute to great Missouri wines a little closer to home, Lindwedel Wine Garden's perch in the Ozarks near Branson provides that elusive but oh-so-pleasant combo -- beautiful scenery with a moderate wine buzz. While not a vineyard per se, it is a sanctuary for the oenophile in all of us. They sell...","A salute to great Missouri wines a little closer to home, Lindwedel Wine Garden's perch in the Ozarks near Branson provides that elusive but oh-so-pleasant combo -- beautiful scenery with a moderate wine buzz. While not a vineyard per se, it is a sanctuary for the oenophile in all of us. They sell some picnic items but visitors are welcome to bring their own baskets and sip-and-dine on a picnic table overlooking the tree covered hills. No outside beverages permitted."
566602,Venue,mmxozk-little-hacienda-venue,Little Hacienda,Live,restaurants,"","","",16229 U.S. 160,Forsyth,65653,"",417-546-2028,"","Mar 28, 2011 by janpete@springfi.gannett.com","",Visit Little Hacienda in Forsyth for authentic Mexican cuisine and $4 margaritas in a casual atmosphere.,Visit Little Hacienda in Forsyth for authentic Mexican cuisine and $4 margaritas in a casual atmosphere.
566603,Venue,mmxozk-little-hacienda-venue-1,Little Hacienda,Live,restaurants,"","","",9 Downing St.,Hollister,"","",417-337-9491,"","Mar 28, 2011 by rjasper@news-leader.com","",Little Hacienda in Hollister serves authentic Mexican cuisine and a variety of margaritas in a casual atmosphere.,Little Hacienda in Hollister serves authentic Mexican cuisine and a variety of margaritas in a casual atmosphere.
566604,Venue,mmxozk-little-hut-venue,Little Hut,Live,bars-and-clubs,"","","",201 E. Cleveland St.,West Plains,65775,"",417-257-0250,"","Mar 28, 2011 by bwhite@news-leader.com","","Little Hut in West Plains offers cold beer and late hours for anyone needing to unwind (assuming he or she is over 21, of course).","Little Hut in West Plains offers cold beer and late hours for anyone needing to unwind (assuming he or she is over 21, of course)."
566605,Venue,mmxozk-little-saigon-venue,Little Saigon,Live,restaurants,"",yes,"",1402 W. Sunshine St.,Springfield,65807,"",417-865-6664,"","Mar 28, 2011 by janpete@springfi.gannett.com","","Featuring Vietnamese dishes along with Chinese favorites, you might find something you haven't tried here. How about a whole crab? The restaurant has recently added some new menu items, so if you haven't been there for a while you might want to drop by for lunch or dinner. You won't find a buffet,...","Featuring Vietnamese dishes along with Chinese favorites, you might find something you haven't tried here. How about a whole crab? The restaurant has recently added some new menu items, so if you haven't been there for a while you might want to drop by for lunch or dinner. You won't find a buffet, but you can relax and have your meal brought to you."
566606,Venue,mmxozk-little-tokyo-venue,Little Tokyo,Live,restaurants,"",yes,"",1635 N. Glenstone Ave.,Springfield,65803,"",417-866-5596,"","Mar 28, 2011 by kleonard02@metromix.com","","Take out or dine in, this is the way to get your sushi fix in a hurry. Casual and quick, this place has Japanese dishes that will take care of your cravings without breaking the bank.","Take out or dine in, this is the way to get your sushi fix in a hurry. Casual and quick, this place has Japanese dishes that will take care of your cravings without breaking the bank."
567099,Venue,mmxozk-little-tokyo-japanese-steakshouse-venue,Little Tokyo Japanese Steakhouse and Sushi Bar,Live,restaurants,"",yes,"",2823 N. Glenstone Ave.,Springfield,65803,"","","","Mar 28, 2011 by bjacques@springfi.gannett.com","","The fine-dining version of the smaller take-out place, this is sure to be a pleasant sushi and Japanese fare experience. Great atmosphere for business clients located close to the hotels at Glenstone and I-44.","The fine-dining version of the smaller take-out place, this is sure to be a pleasant sushi and Japanese fare experience. Great atmosphere for business clients located close to the hotels at Glenstone and I-44."
565975,Venue,mmxozk-living-memorial-park-venue,Living Memorial Park,Live,leisure,"","","",4405 S. Glenstone Ave.,Springfield,65804,http://www.parkboard.org/information/city_parks/index.html,417-864-1049,"","Mar 28, 2011 by janpete@springfi.gannett.com","","A park with picnic area/pavillion, trail and amphitheater.","A nice place to hold an outdoor party, this park includes an amphitheater, pavillion, restrooms, tables and grill. There is also a playground and a walking/running trail."
566607,Venue,mmxozk-ljs-bistro-and-bakery-venue,LJ's Bistro & Bakery,Live,restaurants,"","","",920 S. Springfield Ave.,Bolivar,65613,"",417-777-6434,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","LJ's Bistro and Bakery serves soup, sandwiches and pastries in a cozy atmosphere. On weekday mornings, guests can choose from a variety of pastries. In addition, the restaurant features a full breakfast menu on Saturday mornings.","LJ's Bistro and Bakery serves soup, sandwiches and pastries in a cozy atmosphere. On weekday mornings, guests can choose from a variety of pastries. In addition, the restaurant features a full breakfast menu on Saturday mornings."
566608,Venue,mmxozk-lockwood-drive-in-venue,Lockwood Drive-In,Live,restaurants,"","","",U.S. 160,Lockwood,65682,"",417-232-5215,"","Mar 28, 2011 by bjacques@springfi.gannett.com","",Have a burger at Lockwood Drive-In and you'll know that it's more than a meal--it's a classic American dining experience.,Have a burger at Lockwood Drive-In and you'll know that it's more than a meal--it's a classic American dining experience.
2150582,Venue,mmxozk-lodge-at-the-falls-venue,Lodge at the Falls,Live,events,"","","","3245 Falls Parkway,Hwy 165, Branson, MO 65616",Branson,65536,"","","","Mar 29, 2011 by bjacques@springfi.gannett.com","","",""
566018,Venue,mmxozk-the-lodge-of-the-four-seasons-venue,The Lodge of the Four Seasons,Live,leisure,"","","",PO Box 215 Horseshoe Bend Parkway,Lake Ozark,65049,http://www.4seasonsresort.com/,573-365-3000,"","Mar 28, 2011 by bwhite@news-leader.com","","Still family-owned after more than 40 years on the Lake of the Ozarks, the Four Seasons has 350 guest rooms for year-round accommodations for romantic getaways, golfing, boating or business. A full-service spa, access to 54 holes of championship golf, lodge, Japanese gardens and numberous dining...","Still family-owned after more than 40 years on the Lake of the Ozarks, the Four Seasons has 350 guest rooms for year-round accommodations for romantic getaways, golfing, boating or business. A full-service spa, access to 54 holes of championship golf, lodge, Japanese gardens and numberous dining and drinking options compete for your attention with the largest marina on the lake. Lake cruises available, as well as boat and Waverunner rentals. A supervised children's facility with playground allow Mom and Dad to get away for shopping, boating, sunning, pampering at the spa or a just romance. Room service and standard upscale amenities in all rooms."
565977,Venue,mmxozk-lone-pine-park-venue,Lone Pine Park,Live,leisure,"","","",S. Lone Pine north of E. Battlefield,Springfield,65804,http://www.parkboard.org/information/city_parks/index.html,417-864-1049,"","Mar 28, 2011 by bwhite@news-leader.com","",A park with 51 acres.,""
566609,Venue,mmxozk-lone-pine-restaurant-venue,Lone Pine Restaurant,Live,restaurants,"","","","",Pittsburg,65724,"",417-852-7092,"","Mar 28, 2011 by janpete@springfi.gannett.com","","Lone Pine Restaurant in Pittsburg is a great place to stop for breakfast, lunch or dinner. The atmosphere is laid-back, the food is affordable and the people are friendly.","Lone Pine Restaurant in Pittsburg is a great place to stop for breakfast, lunch or dinner. The atmosphere is laid-back, the food is affordable and the people are friendly."
566610,Venue,mmxozk-long-branch-lounge-venue,Long Branch Lounge,Live,bars-and-clubs,"","","",2000 N. National Ave.,Springfield,65803,"",417-866-9212,"","Mar 28, 2011 by janpete@springfi.gannett.com","","No fuss, no muss. This is truly just a place to hang out and have a drink with friends -- a neighborhood watering hole. Play a song on the jukebox and have a cold one.","No fuss, no muss. This is truly just a place to hang out and have a drink with friends -- a neighborhood watering hole. Play a song on the jukebox and have a cold one."
566611,Venue,mmxozk-longhorn-grill-venue,Longhorn Grill,Live,bars-and-clubs,"",yes,"",1645 W. Republic Road,Springfield,65807,http://longhorngrill.com/,417-447-1064,"","Mar 28, 2011 by janpete@springfi.gannett.com","",If you're a meat lover this is the place for you! Your choice of three different sizes of steaks cooked to perfection. The meats are smoked on-site and they even have a secret rub! Very hush hush! A bar area allows you to eat and enjoy adult beverages or you can sit with the family in the adjoining...,"If you're a meat lover this is the place for you! Your choice of three different sizes of steaks cooked to perfection. The meats are smoked on-site and they even have a secret rub! Very hush hush! A bar area allows you to eat and enjoy adult beverages or you can sit with the family in the adjoining room. Whatever you choose, you had better bring an appetite!"
566612,Venue,mmxozk-longhorn-inn-venue,Longhorn Inn,Live,restaurants,"","","",16039 U.S. 160,Forsyth,65653,"",417-546-9751,"","Mar 28, 2011 by rjasper@news-leader.com","",Visit Longhorn Inn in Forsyth for affordable dishes in a casual atmosphere. Try their popular homestyle fried chicken or signature biscuits and gravy.,Visit Longhorn Inn in Forsyth for affordable dishes in a casual atmosphere. Try their popular homestyle fried chicken or signature biscuits and gravy.
565979,Venue,mmxozk-loren-street-park-venue,Loren Street Park,Live,leisure,"","","",2155 W. Catalpa,Springfield,65807,http://www.parkboard.org/information/city_parks/index.html,417-447-1049,"","Mar 28, 2011 by janpete@springfi.gannett.com","",A dog park in progress.,"This park has gone to the dogs! In progress and not yet completed, this park will feature a trail and an open dog area."
566613,Venue,mmxozk-los-pinos-venue,Los Pinos,Live,restaurants,"","","",530 E. Church St.,Aurora,65605,"",417-678-0600,"","Mar 28, 2011 by rjasper@news-leader.com","","Stop by Los Pinos Mexican restaurant in Aurora for a casual, authentic and affordable Mexican dining experience.","Stop by Los Pinos Mexican restaurant in Aurora for a casual, authentic and affordable Mexican dining experience."
566616,Venue,mmxozk-los-portales-venue-2,Los Portales ,Live,restaurants,"",yes,"",1036 W. Sunshine St.,Springfield,65807,"",417-863-1115,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","Los Portales (located next door to La Mexicana grocery) features traditional Mexican and Tex-Mex staples and seafood dishes, as well as family 'red chili' specialties from the Jalisco region of central Mexico. Strolling guitarists entertain on Wednesday and Saturday evenings in this family-friendly...","Los Portales (located next door to La Mexicana grocery) features traditional Mexican&nbsp; and Tex-Mex staples and seafood dishes, as well as family 'red chili' specialties from the Jalisco region of central Mexico. Strolling guitarists entertain on Wednesday and Saturday evenings in this family-friendly restaurant with more than a touch of the romantic. Fajitas anyone? You can get a good meal for not much money here and leave full and happy. More of a Tex-Mex place than authentic Mexican, there is a separate smoking area and great drink specials."
566614,Venue,mmxozk-los-portales-venue,Los Portales,Live,restaurants,"",yes,"",1511 W. Christian County J,Ozark,65721,"",417-581-5445,"","Mar 28, 2011 by rjasper@news-leader.com","","Visit Los Portales in Ozark for a taste of authentic Mexican cuisine, complete with specialty margaritas.","Visit Los Portales in Ozark for a taste of authentic Mexican cuisine, complete with specialty margaritas."
565978,Venue,mmxozk-lost-hill-park-venue,Lost Hill Park,Live,leisure,"","","",4705 N. Farm Rd. 151,Springfield,65803,http://www.parkboard.org/information/city_parks/index.html,417-864-1049,"","Mar 28, 2011 by bwhite@news-leader.com","",143.0 acres 	trail. Under development -- not currently open to the public,143.0 acres 	trail. Under development -- not currently open to the public
566617,Venue,mmxozk-lotus-chinese-food-venue,Lotus Chinese Food,Live,restaurants,"",yes,"",1834 S Ingram Mill Rd,Springfield,65804,"",417-883-7799,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","A great Chinese buffet is what you get, featuring all the classic dishes.","A great Chinese buffet is what you get, featuring all the classic dishes."
566618,Venue,mmxozk-lotus-chinese-restaurant-venue,Lotus Chinese Restaurant,Live,restaurants,"",yes,"",504 N West Byp,Springfield,65802,"",417-866-2500,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","A great Chinese buffet is what you get, featuring all the classic dishes. They use all white meat chicken to create a variety of dishes we've all come to know and love. Casual and quick dining with the food ready and waiting!","A great Chinese buffet is what you get, featuring all the classic dishes. They use all white meat chicken to create a variety of dishes we've all come to know and love. Casual and quick dining with the food ready and waiting!"
566619,Venue,mmxozk-lotus-inn-venue,Lotus Inn,Live,restaurants,"",yes,"",1819 W. 76 Country Blvd.,Branson,65616,"",417-334-2727,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","Lotus Inn, or Hong Kong Buffet, is an authentic Chinese buffet, serving lunch from 11 a.m. to 4 p.m. and dinner from 4 to 9 p.m. The food is authentic, and workers describe the restaraunt as a ""good place for families to eat.""","Lotus Inn, or Hong Kong Buffet, is an authentic Chinese buffet, serving lunch from 11 a.m. to 4 p.m. and dinner from 4 to 9 p.m. The food is authentic, and workers describe the restaraunt as a ""good place for families to eat."""
566620,Venue,mmxozk-lotus-inn-venue-1,Lotus Inn,Live,restaurants,"",yes,"",337 E Kearney St,Springfield,"","",417-831-4133,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","Lotus Inn, or Hong Kong Buffet, is an authentic Chinese buffet, serving lunch from 11 a.m. to 4 p.m. and dinner from 4 to 9 p.m.","Lotus Inn, or Hong Kong Buffet, is an authentic Chinese buffet, serving lunch from 11 a.m. to 4 p.m. and dinner from 4 to 9 p.m."
566621,Venue,mmxozk-lotus-valley-venue,Lotus Valley,Live,restaurants,"",yes,"",3129 W. 76 Country Blvd.,Branson,65616,"",417-334-3427,"","Mar 28, 2011 by rjasper@news-leader.com","",Visit Lotus Valley in Branson for buffet-style Chinese and Mandarin cuisine. You'll find all the traditional favorites in the casual atmosphere.,Visit Lotus Valley in Branson for buffet-style Chinese and Mandarin cuisine. You'll find all the traditional favorites in the casual atmosphere.
566622,Venue,mmxozk-lucas-oil-speedway-venue,Lucas Oil Speedway,Live,leisure,"","","",U.S. 54,Wheatland,65779,http://www.lucasoilspeedway.com/,417-282-5984,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","Lucas Oil Speedway in Wheatland hosts ULMA late models, A-modifieds, and factory stock races every Saturday night. The gates open at 5 p.m. and the races start at 7 p.m. Occasionally, the venue will host larger weekend events such as sprint cars and other specialty races. The speedway has a full...","Lucas Oil Speedway in Wheatland hosts ULMA late models, A-modifieds, and factory stock races every Saturday night. The gates open at 5 p.m. and the races start at 7 p.m. Occasionally, the venue will host larger weekend events such as sprint cars and other specialty races. The speedway has a full bar and concession stand. Visit www.lucasoilspeedway.com for ticket and event information."
566623,Venue,mmxozk-lucky-7-tavern-venue,Lucky 7 Tavern,Live,restaurants,"","","",211 W. 1st St.,Mountain Grove,65711,"",417-926-5130,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","Visit Lucky 7 Tavern for a classic burger-and-fries lunch or dinner, and stay late into the evening to enjoy beer specials or a drink from the full bar.","Visit Lucky 7 Tavern for a classic burger-and-fries lunch or dinner, and stay late into the evening to enjoy beer specials or a drink from the full bar."
566624,Venue,mmxozk-luckys-billiard-cafe-venue,Lucky's Billiard Cafe,Live,other,"","","",154 Park Central Sq,Springfield,"","",4178637786,"","Mar 28, 2011 by Gannett - Ozarks Venues","","",""
566625,Venue,mmxozk-luckys-restaurant-and-sports-bar-venue,Lucky's Restaurant and Sports Bar,Live,restaurants,"","","",Missouri 64 B,Pittsburg,65724,"",417-852-1414,"","Mar 28, 2011 by janpete@springfi.gannett.com","","Thirty minutes northeast of Bolivar on 64B, Lucky's Restaurant and Sports Bar offers a laid-back and casual dining and drinking experience, with attentive waitresses and a full bar. Dining room and bar are all in one big room, but there's room for families as well as partiers. steaks of all kinds,...","Thirty minutes northeast of Bolivar on 64B, Lucky's Restaurant and Sports Bar offers a laid-back and casual dining and drinking experience, with attentive waitresses and a full bar. Dining room and bar are all in one big room, but there's room for families as well as partiers. steaks of all kinds, chicken alfredo and a popular surf and turf combo highlight the menu. Open for lunch on Saturdays and Sundays only. Bar open until 1 a.m. on Friday and Saturdays."
566626,Venue,mmxozk-lucys-chinese-food-venue,Lucy's Chinese Food,Live,restaurants,"",yes,"",2456 E. Sunshine St.,Springfield,65804,"",417-882-9964,"","Mar 28, 2011 by janpete@springfi.gannett.com","","Lucy's Chinese Food is one of Springfield's original Asian restaurants. Started in the early '80s, Lucy's is casual and easily able to take care of your Chinese cravings. Lucy's has three locations in Springfield. Check out their Cashew Chicken. Lucy's uses all fresh ingredients every day.","Lucy's Chinese Food is one of Springfield's original Asian restaurants. Started in the early '80s, Lucy's is casual and easily able to take care of your Chinese cravings. Lucy's has three locations in Springfield. Check out their Cashew Chicken. Lucy's uses all fresh ingredients every day."
566628,Venue,mmxozk-lucys-chinese-food-venue-2,Lucy's Chinese Food,Live,restaurants,"",yes,"",518 E. Central St.,Springfield,65804,"",417-831-6401,"","Mar 28, 2011 by janpete@springfi.gannett.com","","Lucy's Chinese Food is one of Springfield's original Asian restaurants. Started in the early 80s, Lucy's is casual and easily able to take care of your Chinese cravings. Lucy's has three locations in Springfield. Check out their Cashew Chicken. Lucy's uses all fresh ingredients every day.","Lucy's Chinese Food is one of Springfield's original Asian restaurants. Started in the early 80s, Lucy's is casual and easily able to take care of your Chinese cravings. Lucy's has three locations in Springfield. Check out their Cashew Chicken. Lucy's uses all fresh ingredients every day."
566627,Venue,mmxozk-lucys-chinese-food-venue-1,Lucy's Chinese Food,Live,restaurants,"",yes,"",3330 S. Campbell Ave.,Springfield,65804,"",417-882-5383,"","Mar 28, 2011 by janpete@springfi.gannett.com","","Lucy's Chinese Food is one of Springfield's original Asian restaurants. Started in the early 80s, Lucy's is casual and easily able to take care of your Chinese cravings. Lucy's has three locations in Springfield. Check out their Cashew Chicken. Lucy's uses all fresh ingredients every day.","Lucy's Chinese Food is one of Springfield's original Asian restaurants. Started in the early 80s, Lucy's is casual and easily able to take care of your Chinese cravings. Lucy's has three locations in Springfield. Check out their Cashew Chicken. Lucy's uses all fresh ingredients every day."
566629,Venue,mmxozk-luigis-pizza-kitchen-venue,Luigi's Pizza Kitchen,Live,restaurants,"",yes,"",107 W. Aldersgate Drive,Nixa,65714,http://www.luigispizzakitchen.com/,417-725-3336,"","Mar 28, 2011 by rjasper@news-leader.com","","Find a little bit of Italy in Nixa with Luigi's Pizza Kitchen. The pizzeria features St. Louis-style pizza, sandwiches and pasta dishes. Luigi's specialty, the Luigi's Deluxe, has sausage, pepperoni, bacon, onions, mushrooms and green peppers with a six-cheese blend. Luigi's is affordable for lunch...","Find a little bit of Italy in Nixa with Luigi's Pizza Kitchen. The pizzeria features St. Louis-style pizza, sandwiches and pasta dishes. Luigi's specialty, the Luigi's Deluxe, has sausage, pepperoni, bacon, onions, mushrooms and green peppers with a six-cheese blend. Luigi's is affordable for lunch with specials available from 11 a.m. to 3 p.m."
566631,Venue,mmxozk-luigis-pizza-kitchen-venue-1,Luigi's Pizza Kitchen,Live,restaurants,"",yes,"",1972 Missouri 165,Branson,65616,http://www.luigispizzakitchen.com/,417-334-3344,"","Mar 28, 2011 by rjasper@news-leader.com","","Italy finds Branson with Luigi's Pizza Kitchen. Luigis' Missouri 165 location is perfect for tourists. This cozy pizzeria is near hotels and resorts for the convenience of any traveler. Luigi's Pizza Kitchen features St. Louis-style pizza, sandwiches and pasta dishes. Luigi's specialty, the Luigi's...","Italy finds Branson with Luigi's Pizza Kitchen. Luigis' Missouri 165 location is perfect for tourists. This cozy pizzeria is near hotels and resorts for the convenience of any traveler. Luigi's Pizza Kitchen features St. Louis-style pizza, sandwiches and pasta dishes. Luigi's specialty, the Luigi's Deluxe, has sausage, pepperoni, bacon, onions, mushrooms and green peppers with a signature six-cheese blend. Luigi's is affordable for lunch, with specials available from 11 a.m. to 3 p.m."
566632,Venue,mmxozk-luigis-pizza-kitchen-venue-2,Luigi's Pizza Kitchen,Live,restaurants,"",yes,"",1440 Missouri 248,Branson,65616,http://www.luigispizzakitchen.com/,417-339-4544,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","Find a little bit of Italy in Branson with Luigi's Pizza Kitchen. Luigi's Missouri 248 location is a favorite among locals. This location is Luigi's busiest and biggest. Though not on the strip, Luigi's is still in a bustling part of Branson. Luigi's specialty, the Luigi's Deluxe, has sausage,...","Find a little bit of Italy in Branson with Luigi's Pizza Kitchen. Luigi's Missouri 248 location is a favorite among locals. This location is Luigi's busiest and biggest. Though not on the strip, Luigi's is still in a bustling part of Branson. Luigi's specialty, the Luigi's Deluxe, has sausage, pepperoni, bacon, onions, mushrooms and green peppers with a signature six-cheese blend. Luigi's is affordable for lunch, with specials from 11 a.m. to 3 p.m."
566633,Venue,mmxozk-lunch-box-cafe-the-venue,Lunch Box Cafe the,Live,other,"","","",106 E Commercial St,Lebanon,65536,"",417-532-2044,"","Mar 28, 2011 by Gannett - Ozarks Venues","","",""
565980,Venue,mmxozk-lurvey-park-venue,Lurvey Park,Live,leisure,"","","",E. Grand and S. Oak Grove,Springfield,65804,http://www.parkboard.org/information/city_parks/index.html,417-864-1049,"","Mar 28, 2011 by bwhite@news-leader.com","",A small neighborhood park.,A park with a playground and a small area of flowers and shrubs.
566651,Venue,mmxozk-mas-place-venue,Ma's Place,Live,restaurants,"","","",13317 Missouri 13,Reeds Spring,65737,"",417-739-4228,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","Locals and tourists alike have to come to enjoy Ma's Place in Reeds Spring for their home-cooked food; specializing in sandwiches, soups and salads. Every year, the same tourists are drawn for their breakfast and lunch. In addition, crafts are available for sale.","Locals and tourists alike have to come to enjoy Ma's Place in Reeds Spring for their home-cooked food; specializing in sandwiches, soups and salads. Every year, the same tourists are drawn for their breakfast and lunch. In addition, crafts are available for sale."
566635,Venue,mmxozk-maggie-maes-tea-room-venue,Maggie Mae's Tea Room,Live,restaurants,"",yes,"",206 E. 4th St.,Miller,65707,"",417-452-3299,"","Mar 28, 2011 by rjasper@news-leader.com","","Maggie Mae's Tea Room in Miller will please anyone looking for a good lunch experience. Maggie Mae's menu includes a variety of sandwiches, soups and salads. In addition, eatery's signature quiche comes in many varieties, including eight-layer, spinach, bacon and crab. Maggie Mae's is also known...","Maggie Mae's Tea Room in Miller will please anyone looking for a good lunch experience. Maggie Mae's menu includes a variety of sandwiches, soups and salads. In addition, eatery's signature quiche comes in many varieties, including eight-layer, spinach, bacon and crab. Maggie Mae's is also known for homemade desserts. In addition, those interested in crafts and home decorations will find plenty to buy at Maggie Mae's."
566636,Venue,mmxozk-maggiemoos-ice-cream-and-treatery-venue,Maggiemoo's Ice Cream and Treatery,Live,restaurants,"",yes,"",2005 W. 76 Country Blvd.,Branson,65616,http://www.maggiemoos.com/,417-336-6247,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","After an afternoon of shopping or sight-seeing on Branson's strip, Maggiemoo's can offer a sweet stop with a variety of ice cream choices. Located on the strip near tourist attractions, you can enjoy the eatery's signature Better Batter ice cream flavor or their Cookie Dream Cake, with a layer of...","After an afternoon of shopping or sight-seeing on Branson's strip, Maggiemoo's can offer a sweet stop with a variety of ice cream choices. Located on the strip near tourist attractions, you can enjoy the eatery's signature Better Batter ice cream flavor or their Cookie Dream Cake, with a layer of chocolate on the bottom, Better Batter ice cream with fudge drizzled on the top and sides, covered with Oreos and white icing."
965716,Venue,mmxozk-magic-bean-gallery-and-coffee-hou-venue,Magic Bean Gallery and Coffee House,Draft,events,"","","",940 S. National ,Springfield,65804,"",417-869-1968,"","Mar 29, 2011 by kleonard02@metromix.com","",This coffee house and gallery near the MSU campus holds regular poetry slams and local musicians.,This coffee house and gallery near the MSU campus holds regular poetry slams and local musicians.
566637,Venue,mmxozk-maid-rite-venue,Maid-Rite,Live,restaurants,"","","",117 W. Broadway St.,West Plains,65775,"",417-256-4385,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","If you're in the mood for a classic, you'll want to check out Maid-Rite; West Plains' first drive-in restaurant, with sit-down service and classic American fare. Today, you can still drive in, drive through or walk in and sit down. The store is known for the Maid-Rite sandwich, with crumbled meat...","If you're in the mood for a classic, you'll want to check out Maid-Rite; West Plains' first drive-in restaurant, with sit-down service and classic American fare. Today, you can still drive in, drive through or walk in and sit down. The store is known for the Maid-Rite sandwich, with crumbled meat cooked in a special cooker with special seasonings and served with mustard, pickle and onion. After dinner, you can enjoy desserts such as ice cream, banana splits or milkshakes."
566977,Venue,mmxozk-the-main-event-sports-bar-and-gri-venue,The Main Event Sports Bar & Grill,Live,restaurants,"","","",1215 E US Highway 60,Mountain View,65548,"",417-934-5406,"","Mar 28, 2011 by bjacques@springfi.gannett.com","",A classic sports bar serving all your bar-food favorites.,A classic sports bar serving all your bar-food favorites.
566638,Venue,mmxozk-main-street-bakery-and-cafe-venue,Main Street Bakery and Cafe,Live,restaurants,"","","",212 S. Main St.,Clinton,64735,"",660-885-9200,"","Mar 28, 2011 by rjasper@news-leader.com","","Clinton's Main Street Bakery and Caf has a bistro-like atmosphere with a variety of Italian offerings. Known for its panini sandwiches, guests also enjoy burgers, Italian sausage and grilled Chicago hot dogs. The Main Street Bakery and Caf's signature dish is the Chicken Scallopini, with chicken...","Clinton's Main Street Bakery and Caf&eacute; has a bistro-like atmosphere with a variety of Italian offerings. Known for its panini sandwiches, guests also enjoy burgers, Italian sausage and grilled Chicago hot dogs. The Main Street Bakery and Caf&eacute;'s signature dish is the Chicken Scallopini, with chicken breast dipped in olive oil with lemon, mushrooms, artichokes, garlic, onion and olives. The caf&eacute;'s quiet atmosphere is perfect for lunch or dinner."
566640,Venue,mmxozk-maloneys-pub-and-grill-venue,Maloney's Pub and Grill,Live,restaurants,"","","",1165 N. Missouri 5,Camdenton,65020,"",573-346-0005,"","Mar 28, 2011 by bjacques@springfi.gannett.com","","Maloney's Pub and Grill is an Irish Pub with many other offerings, including barbecue, pizza and their famous sliders. Maloney's also has a large variety of imported beer as well as several specialty drinks, including the lemondrop.","Maloney's Pub and Grill is an Irish Pub with many other offerings, including barbecue, pizza and their famous sliders. Maloney's also has a large variety of imported beer as well as several specialty drinks, including the lemondrop."
964725,Venue,mmxozk-mama-jeans-health-food-market-venue,Mama Jean's Natural Market,Live,shopping,"",yes,"",1727 S. Campbell,Springfield,65807,"",417-831-5229,"","Mar 29, 2011 by kleonard02@metromix.com","","Head to this much-loved health food store for organic produce, bulk goods, supplements, frozen foods, deli items, natural skincare and cosmetics and more. They have a cafe that serves freshly made healthy options -- many of which are vegetarian, a rarity at times in this town. Prices are...","Head to this much-loved health food store for organic produce, bulk goods, supplements, frozen foods, deli items, natural skincare&nbsp; and cosmetics and more. They have a cafe that serves freshly made healthy options -- many of which are vegetarian, a rarity at times in this town. Prices are competetive and the staff is helpful and knowledgeable."
566643,Venue,mmxozk-mandarin-garden-venue,Mandarin Garden,Live,restaurants,"","","",635 Bay,Rolla,65401,"",573-364-9610,"","Mar 28, 2011 by janpete@springfi.gannett.com","","The Mandarin Garden's Chinese buffet features more than 80 items. The restaurant is known for its General's Chicken, which is deep-fried and stir-fried with a special sauce. For dessert, enjoy ice cream and fresh fruit from their buffet.","The Mandarin Garden's Chinese buffet features more than 80 items. The restaurant is known for its General's Chicken, which is deep-fried and stir-fried with a special sauce. For dessert, enjoy ice cream and fresh fruit from their buffet."
